PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
N. Canaleta,11,0.0,51,121,42%,24,68,35%,8,9,89%,19,4,5,5,58,63,33,20,2,134,MER
C. Newsome,11,0.0,40,108,37%,9,25,36%,42,46,91%,47,7,3,19,52,71,41,19,8,131,MER
B. Amer,11,0.0,41,101,41%,20,45,44%,7,10,70%,57,6,1,8,34,42,11,17,-10,109,MER
G. Lanete,11,0.0,35,80,44%,17,49,35%,11,14,79%,7,5,0,1,18,19,23,2,-25,98,MER
R. Hugnatan,11,0.0,36,93,39%,14,41,34%,12,19,63%,20,2,4,6,30,36,18,10,-6,98,MER
C. Hodge,5,0.0,16,28,57%,1,4,25%,6,11,55%,9,4,3,9,17,26,16,3,-13,39,MER
J. Dillinger,8,0.0,22,63,35%,11,36,31%,4,5,80%,13,8,2,6,27,33,21,7,-20,59,MER
A. Caram,11,0.0,29,61,48%,2,14,14%,10,12,83%,13,6,1,2,7,9,17,11,-47,70,MER
M. Tolomia,11,0.0,22,67,33%,12,35,34%,13,17,76%,18,4,1,5,20,25,18,11,-30,69,MER
K. Bono,8,0.0,15,29,52%,2,4,50%,0,0,0%,2,1,2,2,9,11,15,2,-18,32,MER
N. Salva,10,0.0,16,39,41%,3,11,27%,3,5,60%,5,1,0,4,19,23,14,9,-11,38,MER
M. Baracael,10,0.0,14,28,50%,6,15,40%,2,2,100%,5,1,0,7,10,17,10,6,-25,36,MER
J. Ballesteros,10,0.0,12,21,57%,0,0,0%,8,10,80%,2,1,9,26,48,74,16,10,-18,32,MER
B. Faundo,8,0.0,12,31,39%,1,2,50%,0,0,0%,2,3,1,3,11,14,16,4,-6,25,MER
J. Sedurifa,5,0.0,2,9,22%,1,4,25%,7,14,50%,2,0,1,3,3,6,3,2,-21,12,MER
J. Yeo,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
J. Uyloan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
R. Buenafe,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
J. Alapag,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
A. Durham,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
M. Jamshidi,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
C. Lutz,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
R. de Ocampo,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
J. Ferriols,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
A. Stepheson,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
S. Atkins,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
M. Baracael,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
