PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
E. Phelps,11,433.51,120,241,50%,3,13,23%,84,159,53%,35,6,32,56,148,204,23,46,116,327,PHX
C. Abueva,11,255.49,58,127,46%,12,31,39%,41,83,49%,35,8,14,41,60,101,39,31,114,169,PHX
M. Wright,11,331.4,56,132,42%,23,59,39%,27,33,82%,60,10,0,4,42,46,24,35,56,162,PHX
J. Perkins,11,303.48,61,109,56%,3,12,25%,17,27,63%,21,2,2,27,42,69,41,23,79,142,PHX
R. Jazul,11,258.77,26,82,32%,21,61,34%,17,26,65%,27,9,0,5,24,29,18,7,27,90,PHX
J. Chua,11,186.7,32,57,56%,0,0,0%,13,16,81%,6,7,10,16,27,43,28,10,47,77,PHX
L. Revilla,11,250.55,26,56,46%,9,27,33%,8,15,53%,52,20,0,3,28,31,29,14,75,69,PHX
J. Eriobu,4,34.96,9,16,56%,1,3,33%,3,5,60%,1,0,1,2,2,4,3,2,-8,22,PHX
J. Mendoza,3,37.82,7,12,58%,0,0,0%,2,3,67%,4,1,1,2,9,11,5,3,19,16,PHX
J. Intal,11,198.91,21,66,32%,6,29,21%,5,9,56%,12,8,6,12,32,44,24,9,31,53,PHX
R. Guevarra,1,4.72,1,2,50%,1,2,50%,0,0,0%,0,0,0,0,0,0,0,0,-7,3,PHX
W. Wilson,10,137.5,6,15,40%,2,3,67%,7,10,70%,10,5,2,6,20,26,14,8,11,21,PHX
M. Gamboa,4,32.96,2,11,18%,1,5,20%,3,3,100%,6,1,0,1,2,3,3,2,-7,8,PHX
G. Alolino,5,17.35,1,8,13%,0,2,0%,1,2,50%,4,1,0,0,3,3,5,0,-2,3,PHX
D. Kramer,4,19.02,1,5,20%,0,0,0%,0,0,0%,0,1,0,2,4,6,6,4,-15,2,PHX
J. Urbiztondo,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
P. Sorongon,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
M. Simmons,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
L. Hee,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
J. Mendoza,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
J. Javillonar,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
J. McKay,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
