PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Fajardo,11,376.5,88,143,62%,1,1,100%,66,90,73%,28,6,19,53,84,137,30,39,96,243,SMB
C. Standhardinger,6,162.17,44,84,52%,0,0,0%,17,26,65%,8,5,2,14,28,42,15,13,7,105,SMB
T. Romeo,7,153.75,39,87,45%,10,32,31%,22,36,61%,20,5,1,3,17,20,16,16,-1,110,SMB
A. Cabagnot,7,198.18,43,95,45%,12,29,41%,10,12,83%,29,12,2,6,20,26,19,14,60,108,SMB
M. Lassiter,11,349.95,57,131,44%,39,89,44%,8,12,67%,33,13,6,9,43,52,38,20,84,161,SMB
A. Santos,10,304.85,55,143,38%,30,90,33%,6,10,60%,24,9,21,10,55,65,22,11,70,146,SMB
C. Ross,11,379.73,35,76,46%,21,44,48%,5,10,50%,90,22,7,12,54,66,24,21,66,96,SMB
V. Pessumal,10,180.82,29,62,47%,22,49,45%,7,8,88%,6,5,5,3,17,20,17,6,8,87,SMB
K. Nabong,11,160.6,19,48,40%,8,24,33%,8,13,62%,11,5,5,7,24,31,34,10,-25,54,SMB
P. Zamar,9,95.5,7,25,28%,2,12,17%,4,9,44%,11,3,1,4,12,16,11,3,20,20,SMB
R. Tubid,9,97.58,6,23,26%,3,18,17%,3,5,60%,1,0,0,0,12,12,11,3,-22,18,SMB
M. Ganuelas-Rosser,4,34.5,3,5,60%,0,0,0%,0,0,0%,4,1,1,1,3,4,7,1,-15,6,SMB
Y. de Ocampo,2,14.93,1,6,17%,0,1,0%,0,0,0%,2,0,2,3,3,6,2,1,3,2,SMB
C. Lanete,2,3.47,1,2,50%,0,1,0%,0,0,0%,1,0,0,0,1,1,0,0,-4,2,SMB
B. Mamaril,6,28.75,1,6,17%,0,0,0%,0,0,0%,1,0,2,2,2,4,14,1,-39,2,SMB
K. Agovida,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,SMB
B. Heruela,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,SMB
L. Vigil,4,8.72,0,2,0%,0,1,0%,0,2,0%,1,0,0,2,2,4,0,0,-13,0,SMB
