PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
M. Holloway,9,378.48,103,194,53%,8,26,31%,31,62,50%,32,25,25,37,131,168,29,41,-42,245,NOR
S. Pringle,9,349.25,63,141,45%,22,52,42%,23,29,79%,30,5,3,11,42,53,16,27,-15,171,NOR
T. Romeo,9,278.19,60,156,38%,24,81,30%,22,26,85%,46,5,0,4,19,23,16,40,-48,166,NOR
S. Anthony,11,368.49,50,136,37%,15,44,34%,30,41,73%,30,11,2,45,67,112,34,29,-31,145,NOR
M. Baracael,8,167.61,23,52,44%,11,29,38%,5,8,63%,11,2,0,9,7,16,18,9,-24,62,NOR
B. Guinto,11,238.78,34,55,62%,0,1,0%,12,17,71%,11,3,6,29,32,61,34,14,-13,80,NOR
M. Cardona,5,74.38,16,26,62%,4,6,67%,0,0,0%,4,1,0,2,5,7,6,6,-4,36,NOR
M. Cortez,11,250.8,25,55,45%,10,23,43%,7,11,64%,24,13,0,8,24,32,18,9,0,67,NOR
R. Arana,11,186.22,20,47,43%,5,15,33%,8,9,89%,7,3,1,12,18,30,34,12,17,53,NOR
M. Pennisi,5,50.69,6,14,43%,6,14,43%,0,0,0%,3,0,1,0,7,7,8,2,3,18,NOR
J. Trawick,1,16.13,1,5,20%,0,1,0%,1,2,50%,2,0,0,0,2,2,6,2,-4,3,NOR
J. Grey,8,56.75,9,19,47%,1,5,20%,4,4,100%,3,3,0,5,0,5,4,6,-1,23,NOR
R. Maierhofer,3,21.11,2,5,40%,0,1,0%,2,3,67%,0,1,0,2,3,5,3,2,-15,6,NOR
A. Aban,1,4.33,1,3,33%,0,1,0%,0,0,0%,1,0,0,0,0,0,1,1,-7,2,NOR
A. Van Opstal,3,10.63,3,4,75%,0,0,0%,0,0,0%,0,0,0,2,0,2,2,4,-10,6,NOR
B. Mamaril,9,100.12,6,21,29%,0,0,0%,2,5,40%,4,4,2,5,12,17,22,12,-21,14,NOR
P. Hubalde,7,99.83,2,4,50%,0,0,0%,2,2,100%,3,1,1,0,2,2,11,2,-37,6,NOR
D. Ababou,3,8.54,1,6,17%,0,4,0%,0,2,0%,0,0,0,2,0,2,1,0,-6,2,NOR
P. Paredes,3,14.62,1,4,25%,0,0,0%,0,0,0%,0,0,1,1,3,4,1,1,-18,2,NOR
Y. Taha,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
J. Fortuna,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
M. Isip,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
G. Banal,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
M. Glover,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
J. Forrester,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
J. Urbiztondo,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
J. Saitanan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
J. Trawick,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
O. Bunyi,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
R. Celiz,5,10.77,0,2,0%,0,0,0%,0,0,0%,1,0,0,0,1,1,2,0,-14,0,NOR
M. Cardona,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
J. Thomas,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
