PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
R. McCarthy,11,0.0,59,144,41%,26,57,46%,16,26,62%,50,6,3,20,53,73,27,38,-157,160,COL
J. Corpuz,8,0.0,33,65,51%,0,1,0%,20,34,59%,7,10,13,18,39,57,34,13,-78,86,COL
E. Camson,10,0.0,37,101,37%,13,49,27%,10,14,71%,13,9,3,16,40,56,25,19,-88,97,COL
R. Tubid,10,0.0,31,79,39%,20,45,44%,9,13,69%,10,2,4,5,39,44,15,11,-110,91,COL
R. Celda,10,0.0,34,83,41%,11,34,32%,11,14,79%,26,7,3,3,15,18,18,19,-101,90,COL
J. Reyes,6,0.0,20,54,37%,0,10,0%,12,14,86%,7,2,4,14,32,46,10,21,-68,52,COL
J. Gabriel,5,0.0,17,42,40%,1,2,50%,7,17,41%,3,3,7,13,13,26,14,4,-33,42,COL
P. Paniamogan,4,0.0,11,28,39%,5,13,38%,0,0,0%,4,4,1,3,5,8,11,7,-46,27,COL
M. Yee,11,0.0,25,48,52%,3,17,18%,12,17,71%,9,8,7,21,29,50,20,6,-61,65,COL
G. Khobuntin,10,0.0,22,65,34%,2,16,13%,8,15,53%,14,4,2,6,14,20,19,14,-58,54,COL
R. Cabrera,6,0.0,10,31,32%,9,28,32%,0,1,0%,3,1,1,0,6,6,3,0,-23,29,COL
J. Jamon,7,0.0,12,22,55%,3,11,27%,3,4,75%,3,4,1,2,6,8,11,5,1,30,COL
P. Galanza,11,0.0,19,49,39%,5,18,28%,4,6,67%,0,2,1,1,17,18,6,6,-65,47,COL
C. Lastimosa,5,0.0,7,30,23%,2,9,22%,2,4,50%,5,2,0,2,2,4,6,5,-27,18,COL
D. Ababou,10,0.0,13,31,42%,2,11,18%,7,9,78%,2,2,2,1,3,4,23,4,-19,35,COL
P. Caperal,5,0.0,5,16,31%,0,1,0%,3,4,75%,0,0,2,3,13,16,7,6,-45,13,COL
R. Escoto,5,0.0,5,24,21%,1,8,13%,2,2,100%,1,2,0,2,10,12,9,3,-24,13,COL
R. Sara,10,0.0,5,15,33%,1,9,11%,8,9,89%,15,9,1,5,10,15,21,13,-23,19,COL
N. Salva,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
D. Villamor,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
F. Bonifacio,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Ballesteros,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Webb,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
E. Pacquiao,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
H. Bagatsing,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
C. Jaime,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Elorde,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
M. Digregorio,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. White,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
I. Mashaddy,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
G. David,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Apinan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Teng,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Nimes,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Deutchman,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
K. Wright,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
