PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
A. Durham,11,440.88,113,214,53%,16,37,43%,84,112,75%,69,9,11,47,114,161,23,35,132,326,MER
R. Almazan,11,365.63,64,144,44%,5,25,20%,27,43,63%,11,5,13,58,75,133,31,20,150,160,MER
A. Maliksi,4,73.55,11,32,34%,2,16,13%,3,3,100%,5,1,2,5,10,15,10,2,27,27,MER
K. Quinto,11,268.1,28,59,47%,10,26,38%,8,13,62%,21,6,0,8,14,22,28,11,75,74,MER
N. Canaleta,4,31.85,8,17,47%,5,12,42%,4,4,100%,2,1,2,0,1,1,4,1,3,25,MER
A. Caram,11,187.25,27,53,51%,5,12,42%,4,6,67%,19,8,1,4,6,10,17,4,22,63,MER
N. Pinto,11,180.47,21,47,45%,9,26,35%,1,2,50%,20,12,0,10,13,23,19,5,-9,52,MER
B. Faundo,11,110.68,20,43,47%,0,0,0%,2,4,50%,3,2,2,5,17,22,22,7,-18,42,MER
R. Hugnatan,10,73.7,9,27,33%,4,15,27%,5,5,100%,4,0,3,5,12,17,7,2,-9,27,MER
N. Salva,8,77.82,8,21,38%,2,7,29%,2,2,100%,2,1,1,2,6,8,4,2,3,20,MER
R. de Ocampo,3,6.4,1,2,50%,0,0,0%,2,2,100%,0,0,0,1,1,2,3,0,-11,4,MER
T. Jackson,8,26.33,1,4,25%,0,3,0%,0,0,0%,3,0,0,0,3,3,7,2,-15,2,MER
C. Hodge,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
C. Newsome,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
B. Amer,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
G. Espinas,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
M. Tolomia,3,7.98,0,3,0%,0,3,0%,0,0,0%,1,0,0,0,0,0,1,1,-11,0,MER
R. Jose,4,5.17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,3,3,0,1,-3,0,MER
