PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
G. Johnson,4,166.05,50,123,41%,18,46,39%,18,34,53%,26,9,3,10,22,32,17,32,-59,136,COL
M. Cummings,7,281.99,77,150,51%,3,11,27%,32,50,64%,20,7,3,21,38,59,23,36,-84,189,COL
R. Celda,11,261.35,41,102,40%,12,41,29%,24,29,83%,15,13,2,6,27,33,18,21,-81,118,COL
G. Khobuntin,9,193.21,27,68,40%,4,14,29%,18,24,75%,6,3,1,9,29,38,27,22,-40,76,COL
P. Paniamogan,11,197.23,30,81,37%,17,49,35%,6,10,60%,11,7,1,6,21,27,30,10,-31,83,COL
J. Corpuz,11,192.14,35,70,50%,0,0,0%,7,12,58%,9,3,6,22,44,66,37,11,-46,77,COL
M. Yee,10,162.96,24,43,56%,9,16,56%,12,12,100%,3,3,3,15,15,30,17,3,-94,69,COL
L. Revilla,8,183.87,21,46,46%,3,9,33%,7,8,88%,41,9,0,4,25,29,16,15,-58,52,COL
J. Elorde,10,211.35,20,62,32%,12,31,39%,8,9,89%,24,12,0,8,26,34,29,14,-37,60,COL
E. Camson,10,119.61,15,58,26%,7,29,24%,3,6,50%,2,4,1,7,11,18,16,7,-20,40,COL
P. Galanza,5,48.36,6,16,38%,4,10,40%,3,5,60%,2,1,1,1,5,6,4,3,-22,19,COL
J. Nimes,7,82.51,11,21,52%,2,6,33%,0,0,0%,13,2,0,2,12,14,11,3,-50,24,COL
C. Jaime,10,91.96,10,42,24%,4,19,21%,7,8,88%,4,1,3,13,9,22,18,5,-43,31,COL
J. Deutchman,8,86.07,9,30,30%,6,23,26%,0,3,0%,4,2,0,1,10,11,10,4,-20,24,COL
N. Salva,9,112.21,9,36,25%,0,3,0%,3,3,100%,8,3,3,3,15,18,9,5,-43,21,COL
P. Caperal,5,41.64,5,17,29%,0,1,0%,0,0,0%,1,0,2,1,9,10,2,2,-28,10,COL
J. Teng,3,25.55,2,11,18%,1,5,20%,0,0,0%,1,1,0,0,2,2,5,3,-21,5,COL
J. Ballesteros,10,183.94,7,11,64%,0,0,0%,2,2,100%,2,0,8,20,30,50,16,7,-63,16,COL
D. Villamor,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Webb,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
H. Bagatsing,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. White,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
I. Mashaddy,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
R. Guevarra,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
G. David,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
J. Apinan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
R. Escoto,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,COL
