PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
R. Woods,11,442.47,113,272,42%,26,98,27%,45,56,80%,39,9,5,27,85,112,27,39,-109,297,NOR
S. Pringle,8,311.32,60,135,44%,27,72,38%,18,21,86%,46,12,2,7,44,51,8,24,-27,165,NOR
S. Anthony,8,262.22,47,111,42%,11,31,35%,34,48,71%,30,18,3,19,43,62,38,17,-11,139,NOR
M. Tautuaa,10,311.15,50,96,52%,3,18,17%,24,32,75%,24,5,6,30,60,90,31,38,-51,127,NOR
P. Taha,9,196.78,39,70,56%,1,4,25%,14,18,78%,6,3,4,15,16,31,16,12,-39,93,NOR
J. Grey,11,192.67,31,66,47%,11,28,39%,12,16,75%,16,3,1,5,32,37,15,19,-50,85,NOR
J. Elorde,9,196.66,14,48,29%,4,19,21%,10,15,67%,26,8,0,5,21,26,23,13,-32,42,NOR
N. Javelona,9,121.12,12,39,31%,9,24,38%,4,9,44%,6,4,0,2,6,8,10,9,-33,37,NOR
B. Guinto,11,92.28,15,22,68%,0,0,0%,9,17,53%,0,1,5,14,6,20,20,3,-23,39,NOR
J. Teng,2,17.13,2,7,29%,1,3,33%,0,0,0%,0,0,0,0,2,2,3,3,-6,5,NOR
R. Arana,8,56.03,6,17,35%,0,2,0%,6,11,55%,8,3,0,3,6,9,10,2,-15,18,NOR
J. Gabayni,10,108.13,10,17,59%,0,0,0%,1,2,50%,0,2,8,8,19,27,23,3,-3,21,NOR
L. Flores,4,19.7,3,4,75%,0,0,0%,2,2,100%,0,0,3,4,4,8,3,1,-24,8,NOR
G. Espinas,11,104.78,7,20,35%,0,3,0%,3,4,75%,6,0,3,12,22,34,17,9,-51,17,NOR
J. Fortuna,9,97.55,4,23,17%,2,18,11%,0,0,0%,12,5,1,2,6,8,5,2,-31,10,NOR
M. Cardona,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
M. Isip,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
G. Banal,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
S. Williams,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
O. Bunyi,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
J. Thomas,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,NOR
