PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
A. Wright,11,39.57,8.36,22.82,37%,2.45,8.0,31%,3.45,6.36,54%,5.73,1.36,1.0,2.18,9.73,11.91,2.91,4.73,-11.73,22.64,COL
J. King,11,34.8,7.09,15.64,45%,2.73,7.36,37%,3.27,4.73,69%,3.09,1.36,0.18,2.27,4.55,6.82,2.18,1.73,-7.91,20.18,COL
R. McCarthy,11,33.32,4.82,11.91,40%,1.55,4.55,34%,2.36,3.64,65%,3.09,1.64,0.09,0.55,3.09,3.64,1.27,1.73,-8.36,13.55,COL
J. Corpuz,9,19.73,4.78,8.0,60%,0.0,0.0,0%,1.67,2.44,68%,0.67,0.67,0.44,2.67,2.67,5.33,3.56,1.33,0.0,11.22,COL
E. Camson,5,12.68,3.2,7.6,42%,0.4,2.2,18%,1.2,1.6,75%,0.8,0.4,0.0,2.0,2.0,4.0,1.6,0.6,1.2,8.0,COL
R. Escoto,11,16.71,2.27,5.55,41%,0.55,1.64,33%,0.27,0.73,38%,0.91,0.09,0.36,1.91,2.73,4.64,2.82,0.64,-6.82,5.36,COL
J. Reyes,9,16.02,2.0,4.22,47%,0.78,1.78,44%,0.56,1.22,45%,0.44,0.67,0.67,0.89,2.11,3.0,1.22,0.67,-7.22,5.33,COL
G. Khobuntin,11,17.78,2.18,5.73,38%,0.27,1.82,15%,0.64,1.64,39%,1.45,0.18,0.0,1.18,1.55,2.73,2.09,1.18,-11.36,5.27,COL
C. Lastimosa,6,10.52,1.5,4.33,35%,0.33,1.67,20%,0.83,0.83,100%,1.5,0.0,0.0,0.33,0.5,0.83,0.5,1.0,1.5,4.17,COL
J. Gabriel,8,8.79,1.5,2.63,57%,0.0,0.25,0%,1.0,1.38,73%,0.38,0.13,0.13,1.13,1.13,2.25,1.25,0.38,-0.5,4.0,COL
R. Tubid,9,13.71,1.22,3.33,37%,0.44,1.11,40%,0.67,1.0,67%,1.33,0.56,0.11,0.89,2.11,3.0,1.0,0.33,-1.11,3.56,COL
P. Cahilig,10,7.97,1.1,2.2,50%,0.3,0.7,43%,0.5,0.7,71%,0.2,0.2,0.2,0.8,1.2,2.0,1.9,0.2,-0.4,3.0,COL
R. Celda,9,13.22,1.0,4.11,24%,0.67,2.33,29%,0.22,0.33,67%,1.33,0.44,0.0,0.22,0.67,0.89,1.0,0.44,-5.0,2.89,COL
R. Sara,7,6.87,1.0,1.57,64%,0.14,0.57,25%,0.71,1.43,50%,0.57,0.29,0.0,0.29,0.43,0.71,1.29,0.29,2.71,2.86,COL
D. Ababou,9,6.95,0.67,1.89,35%,0.22,1.11,20%,0.22,0.22,100%,0.33,0.56,0.0,0.56,0.11,0.67,1.22,0.11,4.89,1.78,COL
R. Cabrera,9,4.4,0.56,2.22,25%,0.44,1.44,31%,0.22,0.33,67%,0.22,0.11,0.22,0.33,0.56,0.89,0.0,0.0,0.33,1.78,COL
K. Agovida,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
J. Webb,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
E. Pacquiao,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
J. Apinan,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
G. David,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
H. Bagatsing,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
M. Digregorio,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
D. Villamor,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
I. Mashaddy,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
F. Bonifacio,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
K. Wright,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL
