PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
A. Durham,11,431.72,105,210,50%,9,31,29%,86,138,62%,80,7,10,61,143,204,17,38,55,305,MER
C. Newsome,11,334.89,54,122,44%,10,25,40%,25,32,78%,62,10,2,8,37,45,37,23,38,143,MER
B. Amer,11,310.01,45,116,39%,20,60,33%,21,24,88%,44,10,1,9,46,55,24,16,80,131,MER
C. Hodge,11,329.69,43,79,54%,1,7,14%,8,12,67%,22,9,7,31,48,79,37,8,106,95,MER
R. Hugnatan,11,183.03,29,69,42%,8,32,25%,10,13,77%,22,10,2,17,18,35,17,8,16,76,MER
R. Hugnatan,11,183.04,29,69,42%,8,32,25%,10,13,77%,22,10,2,17,18,35,17,8,16,76,MER
R. de Ocampo,3,47.7,9,18,50%,2,9,22%,0,0,0%,1,1,1,1,10,11,5,4,-16,20,MER
M. Tolomia,10,168.73,22,63,35%,14,36,39%,4,5,80%,18,3,0,1,13,14,24,9,-1,62,MER
A. Caram,11,203.22,30,71,42%,2,16,13%,6,8,75%,10,5,0,3,15,18,19,10,-60,68,MER
N. Canaleta,8,141.43,15,50,30%,11,37,30%,2,4,50%,7,2,2,2,21,23,16,5,9,43,MER
N. Salva,11,157.25,26,50,52%,0,2,0%,2,4,50%,7,1,3,9,27,36,22,2,-21,54,MER
K. Bono,4,22.42,6,18,33%,0,4,0%,0,0,0%,1,0,0,3,2,5,4,2,-18,12,MER
R. Jamito,8,65.05,9,23,39%,0,1,0%,1,4,25%,2,0,2,5,12,17,15,3,-17,19,MER
G. Lanete,9,62.14,7,24,29%,4,20,20%,0,0,0%,3,1,1,0,6,6,11,3,-47,18,MER
J. Sedurifa,2,18.44,1,8,13%,1,8,13%,0,0,0%,1,0,0,1,1,2,4,1,-3,3,MER
B. Faundo,4,18.77,1,5,20%,0,0,0%,0,0,0%,0,0,1,0,6,6,4,1,-21,2,MER
J. Ballesteros,3,16.7,0,2,0%,0,0,0%,0,0,0%,1,0,1,1,1,2,3,0,-12,0,MER
S. Atkins,4,22.83,0,5,0%,0,2,0%,0,3,0%,3,1,0,0,1,1,7,0,-3,0,MER
R. Buenafe,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
J. Dillinger,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
J. Alapag,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
J. Ferriols,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
M. Jamshidi,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
A. Stepheson,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,MER
