PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
B. Brown,6,254.04,73,138,53%,10,33,30%,53,75,71%,22,17,19,27,79,106,18,40,-28,209,PHX
E. Phelps,5,204.32,53,110,48%,1,2,50%,31,57,54%,17,1,7,22,58,80,10,19,5,138,PHX
M. Wright,6,197.3,33,97,34%,12,34,35%,16,23,70%,17,4,0,12,26,38,10,13,-34,94,PHX
J. Chan,6,163.57,31,52,60%,8,17,47%,7,10,70%,13,7,3,8,16,24,14,16,-11,77,PHX
R. Jazul,11,361.5,34,94,36%,19,63,30%,17,22,77%,42,15,0,7,37,44,25,20,-45,104,PHX
J. Intal,11,243.43,36,91,40%,10,33,30%,18,24,75%,12,8,6,14,18,32,32,15,-32,100,PHX
J. Eriobu,11,205.13,38,77,49%,0,5,0%,15,24,63%,8,4,2,19,33,52,19,10,-31,91,PHX
C. Baguio,5,142.45,14,40,35%,6,16,38%,3,3,100%,9,3,1,5,11,16,12,5,0,37,PHX
G. Alolino,11,143.09,19,57,33%,5,18,28%,7,12,58%,10,7,0,4,8,12,9,6,-10,50,PHX
W. Wilson,9,160.63,17,32,53%,2,4,50%,3,4,75%,8,1,3,15,20,35,22,13,8,39,PHX
J. Wilson,8,73.09,12,26,46%,4,10,40%,5,7,71%,5,3,0,4,9,13,22,8,-12,33,PHX
D. Kramer,11,194.33,17,46,37%,0,0,0%,6,8,75%,6,2,2,14,34,48,31,8,-50,40,PHX
K. Dehesa,11,141.46,16,46,35%,6,18,33%,2,2,100%,12,5,1,4,16,20,21,13,-19,40,PHX
M. Borboran,5,55.79,5,14,36%,4,9,44%,0,0,0%,3,2,2,3,9,12,6,1,7,14,PHX
C. Lanete,7,38.96,4,12,33%,1,4,25%,1,1,100%,7,2,0,1,2,3,4,6,14,10,PHX
M. Hayes,6,28.18,1,10,10%,0,5,0%,1,2,50%,2,0,0,2,3,5,6,1,-13,3,PHX
J. Chan,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
D. Ababou,3,10.9,0,5,0%,0,2,0%,0,0,0%,0,0,0,0,1,1,2,0,-4,0,PHX
N. Torres,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
P. Sorongon,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
M. Miranda,4,18.83,0,4,0%,0,1,0%,0,0,0%,1,0,0,0,4,4,3,2,-11,0,PHX
L. Hee,0,0.0,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,PHX
