PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
B. Brown,6,42.34,12.17,23.0,53%,1.67,5.5,30%,8.83,12.5,71%,3.67,2.83,3.17,4.5,13.17,17.67,3.0,6.67,-4.67,34.83,PHX
E. Phelps,5,40.86,10.6,22.0,48%,0.2,0.4,50%,6.2,11.4,54%,3.4,0.2,1.4,4.4,11.6,16.0,2.0,3.8,1.0,27.6,PHX
M. Wright,6,32.88,5.5,16.17,34%,2.0,5.67,35%,2.67,3.83,70%,2.83,0.67,0.0,2.0,4.33,6.33,1.67,2.17,-5.67,15.67,PHX
J. Chan,6,27.26,5.17,8.67,60%,1.33,2.83,47%,1.17,1.67,70%,2.17,1.17,0.5,1.33,2.67,4.0,2.33,2.67,-1.83,12.83,PHX
R. Jazul,11,32.86,3.09,8.55,36%,1.73,5.73,30%,1.55,2.0,77%,3.82,1.36,0.0,0.64,3.36,4.0,2.27,1.82,-4.09,9.45,PHX
J. Intal,11,22.13,3.27,8.27,40%,0.91,3.0,30%,1.64,2.18,75%,1.09,0.73,0.55,1.27,1.64,2.91,2.91,1.36,-2.91,9.09,PHX
J. Eriobu,11,18.65,3.45,7.0,49%,0.0,0.45,0%,1.36,2.18,63%,0.73,0.36,0.18,1.73,3.0,4.73,1.73,0.91,-2.82,8.27,PHX
C. Baguio,5,28.49,2.8,8.0,35%,1.2,3.2,38%,0.6,0.6,100%,1.8,0.6,0.2,1.0,2.2,3.2,2.4,1.0,0.0,7.4,PHX
G. Alolino,11,13.01,1.73,5.18,33%,0.45,1.64,28%,0.64,1.09,58%,0.91,0.64,0.0,0.36,0.73,1.09,0.82,0.55,-0.91,4.55,PHX
W. Wilson,9,17.85,1.89,3.56,53%,0.22,0.44,50%,0.33,0.44,75%,0.89,0.11,0.33,1.67,2.22,3.89,2.44,1.44,0.89,4.33,PHX
J. Wilson,8,9.14,1.5,3.25,46%,0.5,1.25,40%,0.63,0.88,71%,0.63,0.38,0.0,0.5,1.13,1.63,2.75,1.0,-1.5,4.13,PHX
D. Kramer,11,17.67,1.55,4.18,37%,0.0,0.0,0%,0.55,0.73,75%,0.55,0.18,0.18,1.27,3.09,4.36,2.82,0.73,-4.55,3.64,PHX
K. Dehesa,11,12.86,1.45,4.18,35%,0.55,1.64,33%,0.18,0.18,100%,1.09,0.45,0.09,0.36,1.45,1.82,1.91,1.18,-1.73,3.64,PHX
M. Borboran,5,11.16,1.0,2.8,36%,0.8,1.8,44%,0.0,0.0,0%,0.6,0.4,0.4,0.6,1.8,2.4,1.2,0.2,1.4,2.8,PHX
C. Lanete,7,5.57,0.57,1.71,33%,0.14,0.57,25%,0.14,0.14,100%,1.0,0.29,0.0,0.14,0.29,0.43,0.57,0.86,2.0,1.43,PHX
M. Hayes,6,4.7,0.17,1.67,10%,0.0,0.83,0%,0.17,0.33,50%,0.33,0.0,0.0,0.33,0.5,0.83,1.0,0.17,-2.17,0.5,PHX
J. Chan,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
D. Ababou,3,3.63,0.0,1.67,0%,0.0,0.67,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.33,0.33,0.67,0.0,-1.33,0.0,PHX
N. Torres,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
P. Sorongon,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
M. Miranda,4,4.71,0.0,1.0,0%,0.0,0.25,0%,0.0,0.0,0%,0.25,0.0,0.0,0.0,1.0,1.0,0.75,0.5,-2.75,0.0,PHX
L. Hee,0,0.0,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX
