PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
A. Fuller,8,311.9,99,187,53%,5,15,33%,52,71,73%,38,11,9,36,101,137,26,21,-4,255,NLX
J. Brownlee,11,451.88,130,260,50%,22,72,31%,68,83,82%,76,20,20,20,122,142,14,48,104,350,GIN
K. Murphy,7,284.1,75,164,46%,33,70,47%,39,56,70%,35,4,4,8,50,58,28,33,18,222,SMB
M. Harris,11,397.83,128,241,53%,24,73,33%,48,67,72%,29,9,15,58,181,239,26,36,77,328,ALA
E. Phelps,11,433.51,120,241,50%,3,13,23%,84,159,53%,35,6,32,56,148,204,23,46,116,327,PHX
A. Durham,11,431.72,105,210,50%,9,31,29%,86,138,62%,80,7,10,61,143,204,17,38,55,305,MER
O. Ashaolu,3,110.02,33,60,55%,3,7,43%,12,22,55%,9,2,1,12,33,45,11,14,2,81,NLX
R. Woods,11,442.47,113,272,42%,26,98,27%,45,56,80%,39,9,5,27,85,112,27,39,-109,297,GLO
W. Walker,11,423.78,94,178,53%,27,66,41%,63,85,74%,64,25,15,21,125,146,35,33,49,278,BWE
C. Standhardinger,11,389.67,101,169,60%,0,0,0%,54,88,61%,18,10,7,68,82,150,40,27,47,256,SMB
M. Blakely,5,198.27,42,73,58%,4,11,36%,27,44,61%,33,11,6,28,48,76,21,17,-13,115,TNT
R. Travis,11,409.11,102,229,45%,5,24,21%,41,53,77%,48,24,11,42,124,166,28,45,122,250,MAG
A. Wright,11,435.24,92,251,37%,27,88,31%,38,70,54%,63,15,11,24,107,131,32,52,-129,249,COL
T. Romeo,9,278.34,66,156,42%,33,79,42%,28,40,70%,47,9,1,3,28,31,23,37,-35,193,TNT
A. Reid,4,145.23,37,89,42%,7,27,26%,4,5,80%,22,12,1,13,37,50,11,15,42,85,SMB
S. Pringle,8,311.32,60,135,44%,27,72,38%,18,21,86%,46,12,2,7,44,51,8,24,-27,165,GLO
J. King,11,382.76,78,172,45%,30,81,37%,36,52,69%,34,15,2,25,50,75,24,19,-87,222,COL
J. Bullock,2,71.47,13,32,41%,4,12,33%,8,12,67%,6,1,0,2,13,15,4,5,-13,38,ROS
S. Davis,4,132.34,25,75,33%,4,22,18%,19,35,54%,11,1,1,7,36,43,7,14,-74,73,TNT
J. Aguilar,8,206.95,58,100,58%,1,1,100%,26,44,59%,14,4,8,21,34,55,20,11,-19,143,GIN
S. Anthony,8,262.22,47,111,42%,11,31,35%,34,48,71%,30,18,3,19,43,62,38,17,-11,139,GLO
