PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
J. Fajardo,11,34.23,8.0,13.0,62%,0.09,0.09,100%,6.0,8.18,73%,2.55,0.55,1.73,4.82,7.64,12.45,2.73,3.55,8.73,22.09,SMB
S. Anthony,11,34.53,7.18,16.09,45%,2.0,6.55,31%,4.36,5.18,84%,3.45,2.73,0.18,2.27,6.64,8.91,4.0,3.45,6.27,20.73,GLO
S. Pringle,10,36.83,7.6,16.1,47%,2.6,6.7,39%,2.7,3.3,82%,4.6,2.8,0.3,1.8,4.3,6.1,1.3,3.3,6.9,20.5,GLO
R. Pogoy,10,31.33,7.3,17.0,43%,2.5,7.2,35%,2.4,3.8,63%,1.3,1.3,0.1,1.7,5.9,7.6,3.2,1.1,2.5,19.5,TNT
M. Wright,11,33.2,6.0,17.18,35%,1.64,6.27,26%,5.09,5.64,90%,4.64,1.36,0.18,0.82,4.55,5.36,2.64,3.27,4.36,18.73,PHX
M. Tautuaa,11,35.42,7.27,12.27,59%,0.55,1.27,43%,3.27,5.36,61%,4.0,0.73,0.27,1.73,7.09,8.82,3.55,3.45,2.82,18.36,GLO
C. Standhardinger,6,27.03,7.33,14.0,52%,0.0,0.0,0%,2.83,4.33,65%,1.33,0.83,0.33,2.33,4.67,7.0,2.5,2.17,1.17,17.5,SMB
J. Aguilar,11,28.38,6.82,13.09,52%,0.45,0.91,50%,2.45,4.45,55%,1.73,1.0,1.36,2.36,5.18,7.55,1.64,3.09,2.18,16.55,GIN
A. Maliksi,11,25.71,5.91,13.18,45%,1.27,4.09,31%,3.36,4.09,82%,2.45,0.64,0.45,1.55,4.45,6.0,3.27,1.82,-6.64,16.45,BWE
J. Perez,11,32.07,5.91,14.82,40%,0.82,3.0,27%,3.82,5.27,72%,2.73,1.45,0.36,2.64,4.36,7.0,3.27,2.45,-5.0,16.45,COL
I. Sangalang,11,33.56,6.64,15.09,44%,0.0,0.0,0%,2.45,4.0,61%,2.73,0.91,1.64,3.55,6.09,9.64,2.91,3.09,5.64,15.73,MAG
T. Romeo,7,21.96,5.57,12.43,45%,1.43,4.57,31%,3.14,5.14,61%,2.86,0.71,0.14,0.43,2.43,2.86,2.29,2.29,-0.14,15.71,SMB
G. Slaughter,11,29.76,6.09,11.27,54%,0.0,0.0,0%,3.27,4.55,72%,1.91,0.45,0.91,2.45,6.45,8.91,1.64,2.45,3.73,15.45,GIN
A. Cabagnot,7,28.31,6.14,13.57,45%,1.71,4.14,41%,1.43,1.71,83%,4.14,1.71,0.29,0.86,2.86,3.71,2.71,2.0,8.57,15.43,SMB
W. Castro,11,30.57,4.45,11.55,39%,1.64,5.27,31%,4.82,5.45,88%,6.0,1.73,0.82,0.27,3.36,3.64,2.73,2.91,6.73,15.36,TNT
C. Abueva,11,26.14,4.82,13.55,36%,1.18,3.73,32%,4.45,6.82,65%,2.82,1.18,1.0,3.36,8.0,11.36,3.55,4.45,2.27,15.27,PHX
J. Rosario,8,27.18,6.0,11.5,52%,2.38,5.88,40%,0.5,1.5,33%,0.88,0.38,0.13,1.0,2.88,3.88,3.13,1.38,4.25,14.88,TNT
J. Yap,11,25.21,5.09,12.73,40%,2.36,5.91,40%,2.18,2.73,80%,1.82,0.73,0.0,0.64,2.36,3.0,1.55,1.0,6.45,14.73,ROS
M. Lassiter,11,31.81,5.18,11.91,44%,3.55,8.09,44%,0.73,1.09,67%,3.0,1.18,0.55,0.82,3.91,4.73,3.45,1.82,7.64,14.64,SMB
R. McCarthy,11,31.4,5.09,12.64,40%,2.36,7.18,33%,2.09,3.27,64%,4.73,1.27,0.09,0.73,4.55,5.27,2.91,3.27,-2.18,14.64,COL
A. Santos,10,30.49,5.5,14.3,38%,3.0,9.0,33%,0.6,1.0,60%,2.4,0.9,2.1,1.0,5.5,6.5,2.2,1.1,7.0,14.6,SMB
P. Lee,11,26.16,4.45,12.18,37%,1.91,6.55,29%,3.64,4.09,89%,3.45,0.45,0.09,0.73,4.18,4.91,2.36,2.64,4.55,14.45,MAG
J. Erram,12,28.37,5.5,12.25,45%,1.08,3.17,34%,2.25,2.92,77%,2.5,0.75,2.67,2.92,7.08,10.0,3.17,2.92,4.67,14.33,NLX
C. Newsome,11,30.2,5.18,11.64,45%,1.0,3.64,28%,2.27,2.91,78%,4.18,1.09,0.36,1.18,5.36,6.55,2.82,2.09,-0.09,13.64,MER
J. Quinahan,11,27.63,5.0,10.73,47%,2.45,4.73,52%,0.73,1.18,62%,3.18,1.36,0.55,0.73,5.18,5.91,2.18,1.73,0.45,13.18,NLX
A. Barroca,11,29.45,4.91,11.73,42%,1.91,5.27,36%,1.36,2.09,65%,4.18,1.64,0.27,0.64,2.45,3.09,2.82,2.45,4.64,13.09,MAG
J. Perkins,11,30.03,5.36,11.82,45%,0.55,1.55,35%,1.73,2.73,63%,1.18,0.55,0.36,3.0,4.91,7.91,4.18,1.91,5.82,13.0,PHX
C. Cruz,12,27.23,4.25,10.33,41%,2.67,6.33,42%,1.5,1.75,86%,1.17,0.25,0.42,1.5,3.67,5.17,2.92,0.67,-3.25,12.67,ALA
J. Teng,12,27.35,4.08,11.25,36%,0.42,2.0,21%,4.0,5.92,68%,2.25,0.17,0.42,1.83,5.58,7.42,3.0,1.75,-1.75,12.58,ALA
M. Digregorio,11,24.13,4.55,11.09,41%,2.0,4.73,42%,1.18,1.55,76%,1.0,1.18,0.0,0.91,1.91,2.82,2.0,1.18,-10.18,12.27,BWE
M. Ahanmisi,11,28.39,3.55,8.36,42%,1.55,4.27,36%,3.45,4.91,70%,2.82,1.36,0.36,1.55,4.36,5.91,2.45,1.55,2.45,12.09,ROS
C. Banchero,12,29.06,4.58,12.17,38%,1.25,4.0,31%,1.58,2.5,63%,4.67,1.25,0.0,0.33,4.58,4.92,1.92,2.83,-6.25,12.0,ALA
P. Galanza,12,27.17,4.33,9.75,44%,1.67,5.0,33%,1.67,2.42,69%,1.42,0.58,0.42,1.0,1.75,2.75,2.0,1.75,4.25,12.0,NLX
S. Thompson,11,32.11,4.45,9.09,49%,1.18,3.09,38%,1.82,2.91,63%,4.27,1.09,0.36,3.09,6.27,9.36,2.09,3.36,2.09,11.91,GIN
J. Corpuz,11,23.66,5.09,10.36,49%,0.09,0.09,100%,1.64,2.91,56%,1.18,1.64,1.0,2.09,4.55,6.64,3.82,2.36,-6.0,11.91,COL
B. Amer,11,24.5,4.18,11.18,37%,1.73,5.82,30%,1.73,2.18,79%,1.82,1.27,0.0,0.64,3.18,3.82,2.09,1.55,1.64,11.82,MER
N. Salva,11,23.63,4.27,8.73,49%,0.91,2.36,38%,1.82,2.18,83%,1.18,0.55,0.36,1.18,3.45,4.64,1.82,1.36,3.0,11.27,MER
J. Jalalon,11,24.71,4.0,10.82,37%,1.0,2.91,34%,2.0,2.82,71%,4.09,2.45,0.09,1.45,3.64,5.09,3.09,2.09,3.45,11.0,MAG
S. Enciso,9,31.08,4.0,11.0,36%,2.33,7.0,33%,0.56,1.11,50%,4.56,0.44,0.0,0.78,1.44,2.22,0.89,1.22,-1.11,10.89,ALA
L. Tenorio,11,32.68,3.64,8.82,41%,1.91,5.0,38%,1.55,1.73,89%,5.55,1.73,0.0,0.27,4.18,4.45,1.82,2.27,3.64,10.73,GIN
M. Belo,11,24.17,4.0,10.55,38%,1.18,4.09,29%,1.45,2.09,70%,2.09,0.91,0.36,1.45,3.64,5.09,2.18,1.91,-5.64,10.64,BWE
R. Bolick,11,31.99,3.73,10.0,37%,1.45,5.82,25%,1.73,2.36,73%,4.09,0.91,0.27,0.55,5.0,5.55,2.09,2.36,-0.82,10.64,GLO
A. Tratter,11,24.35,4.0,7.45,54%,0.0,0.0,0%,2.64,6.18,43%,0.64,1.45,0.27,2.55,4.18,6.73,2.36,1.09,-2.64,10.64,BWE
R. de Ocampo,9,28.06,3.78,11.11,34%,1.22,4.0,31%,1.44,2.11,68%,2.78,0.89,0.33,1.78,5.22,7.0,1.56,1.89,0.44,10.22,MER
J. Chua,11,21.68,3.64,7.73,47%,0.09,0.18,50%,2.73,3.45,79%,0.91,0.36,0.82,1.91,3.36,5.27,3.27,0.91,1.0,10.09,PHX
C. Hodge,11,32.52,4.09,8.91,46%,0.09,1.0,9%,1.73,2.91,59%,3.36,0.73,0.55,3.27,5.82,9.09,2.55,0.73,-1.18,10.0,MER
S. Thoss,12,23.48,4.58,9.58,48%,0.0,0.33,0%,0.75,1.17,64%,1.08,0.5,0.5,1.08,4.25,5.33,2.67,1.5,-0.75,9.92,ALA
K. Ighalo,12,22.98,3.25,7.67,42%,1.67,3.92,43%,1.33,1.75,76%,1.75,0.42,0.25,1.67,3.0,4.67,2.17,0.92,-2.08,9.5,NLX
R. Jazul,11,20.63,3.09,6.55,47%,1.55,3.64,43%,1.55,1.64,94%,2.18,0.91,0.0,0.73,1.45,2.18,1.36,0.55,1.73,9.27,PHX
E. Camson,11,15.6,3.64,9.64,38%,0.91,3.91,23%,1.0,1.18,85%,0.91,0.82,0.18,1.27,2.36,3.64,2.0,1.18,-3.36,9.18,COL
A. Mallari,11,28.55,3.55,8.82,40%,0.73,2.73,27%,1.36,2.45,56%,4.27,1.0,0.36,0.64,3.0,3.64,2.45,2.27,2.18,9.18,PHX
N. Torres,11,17.63,3.27,6.45,51%,1.45,3.36,43%,1.09,1.36,80%,0.73,0.27,0.64,1.0,2.36,3.36,1.82,0.91,1.45,9.09,ROS
J. Grey,10,17.75,3.4,7.3,47%,0.8,2.2,36%,1.4,2.1,67%,1.2,1.0,0.1,0.4,1.4,1.8,1.6,0.9,1.3,9.0,GLO
R. Reyes,11,21.57,2.91,7.27,40%,2.09,5.82,36%,1.0,1.45,69%,2.0,2.64,0.64,0.27,3.0,3.27,2.27,1.27,4.18,8.91,TNT
