PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
D. Wells,8,37.94,13.13,24.0,453%,1.63,5.5,246%,9.25,10.88,639%,4.75,2.0,1.0,1.5,6.38,7.88,2.75,4.13,1.88,37.13,SMB
K. McDaniels,11,46.4,13.36,24.82,54%,3.18,8.18,39%,7.18,10.73,67%,5.18,1.64,3.45,3.27,10.64,13.91,3.45,5.09,4.09,37.09,TNT
M. Qualls,5,45.11,12.2,29.2,42%,2.0,8.8,23%,7.2,10.4,69%,3.6,2.2,1.8,4.4,9.0,13.4,2.6,4.0,1.8,33.6,GLO
M. Harris,6,37.75,10.17,24.0,42%,2.67,7.5,36%,9.0,10.5,86%,7.17,3.0,1.17,1.17,7.0,8.17,1.5,2.83,7.83,32.0,NLX
A. Gee,4,44.54,11.0,25.25,44%,1.75,5.25,33%,7.75,9.5,82%,2.5,3.25,0.75,2.75,7.25,10.0,2.0,3.75,-4.25,31.5,PHX
J. Watts,2,38.23,12.0,26.5,45%,3.5,8.0,44%,3.5,5.0,70%,2.5,1.0,1.0,2.0,11.0,13.0,3.5,4.0,-15.5,31.0,ALA
A. Durham,11,40.08,10.27,19.45,53%,1.45,3.36,43%,7.64,10.18,75%,6.27,0.82,1.0,4.27,10.36,14.64,2.09,3.18,12.0,29.64,MER
K. Alston,11,44.2,9.91,18.18,55%,0.45,1.45,31%,8.27,12.64,65%,3.18,2.45,1.27,7.91,10.27,18.18,3.0,3.09,-0.91,28.55,COL
E. Phelps,7,40.88,10.0,20.43,49%,0.14,1.29,11%,8.29,15.14,55%,5.57,0.71,1.43,6.29,9.14,15.43,2.86,2.86,-3.86,28.43,PHX
J. Brownlee,11,43.42,11.36,22.64,50%,2.09,6.36,33%,3.09,4.27,72%,8.0,2.0,1.09,2.55,10.82,13.36,1.82,2.91,10.09,27.91,GIN
A. Fuller,1,37.42,10.0,15.0,67%,0.0,0.0,0%,6.0,10.0,60%,3.0,1.0,2.0,6.0,4.0,10.0,3.0,0.0,-11.0,26.0,BWE
J. Wright,3,36.06,8.67,21.0,41%,0.67,2.67,25%,6.0,10.67,56%,3.0,1.33,1.0,5.33,5.33,10.67,4.33,2.0,-2.33,24.0,ROS
J. Perez,11,39.88,8.27,19.64,42%,2.0,6.36,31%,4.64,7.91,59%,3.45,2.45,0.45,3.45,4.64,8.09,3.55,4.09,-1.36,23.18,COL
C. Standhardinger,5,44.33,9.2,17.6,52%,0.0,0.0,0%,4.6,7.6,61%,3.8,1.0,0.0,4.6,7.4,12.0,3.0,2.2,1.8,23.0,GLO
O. Ashaolu,5,37.93,8.6,16.6,52%,0.4,1.8,22%,5.0,6.6,76%,3.0,0.8,0.4,3.0,7.0,10.0,4.2,3.4,-2.6,22.6,NLX
K. Locke,3,38.69,9.0,22.33,40%,1.67,7.67,22%,2.67,3.67,73%,2.0,0.33,1.0,3.0,6.67,9.67,3.0,2.67,-5.67,22.33,ROS
R. Travis,10,39.58,8.8,19.4,45%,0.8,3.9,21%,2.8,3.5,80%,5.2,2.2,1.8,3.2,9.4,12.6,2.5,2.8,2.3,21.2,MAG
R. Ross,3,37.44,9.33,21.67,43%,0.67,3.33,20%,1.33,3.0,44%,3.0,0.67,0.67,4.33,6.33,10.67,2.67,3.0,3.0,20.67,ROS
R. Pogoy,11,41.62,7.55,14.09,54%,2.55,5.45,47%,2.64,3.73,71%,1.91,1.82,0.18,1.45,3.82,5.27,3.0,1.45,7.45,20.27,TNT
B. Parks,9,38.78,6.67,16.67,40%,3.11,8.0,39%,3.67,5.67,65%,3.56,1.56,0.22,1.11,3.89,5.0,1.89,3.11,-8.89,20.11,BWE
M. Wright,9,31.13,7.22,16.11,45%,2.89,7.22,40%,2.22,3.44,65%,4.22,1.11,0.0,1.11,2.0,3.11,2.22,3.44,-5.0,19.56,PHX
M. Ammons,6,38.03,7.67,13.67,56%,0.33,1.0,33%,3.17,7.0,45%,2.17,1.33,1.0,6.0,7.5,13.5,3.5,3.0,0.33,18.83,GLO
J. Fajardo,11,34.09,7.27,12.45,58%,0.0,0.18,0%,4.27,5.45,78%,1.91,0.27,1.18,5.36,8.27,13.64,2.91,2.91,1.0,18.82,SMB
K. Alexander,2,40.68,8.0,18.5,43%,0.5,4.0,13%,2.0,3.5,57%,2.0,2.5,1.0,3.0,10.0,13.0,2.0,3.5,1.0,18.5,ROS
F. House,8,38.39,7.25,16.75,43%,0.13,0.88,14%,3.63,4.5,81%,3.63,0.25,0.88,5.63,7.88,13.5,4.88,3.5,2.88,18.25,ALA
M. Blakely,10,37.17,6.7,13.3,50%,1.0,2.5,40%,3.6,5.7,63%,5.6,3.5,2.9,3.6,9.5,13.1,3.4,3.3,-0.5,18.0,BWE
J. Holland,2,42.69,6.5,19.5,33%,1.5,9.0,17%,3.0,4.0,75%,4.5,3.0,1.5,3.0,7.5,10.5,2.0,2.0,-6.0,17.5,SMB
J. Rosario,11,32.58,6.36,11.27,56%,2.45,5.18,47%,2.09,3.27,64%,1.45,0.18,0.09,1.36,4.0,5.36,3.55,2.36,6.64,17.27,TNT
K. Ravena,11,30.79,5.09,12.73,40%,2.0,5.64,35%,3.27,4.18,78%,8.18,1.64,0.0,1.18,4.36,5.55,1.82,2.0,0.36,15.45,NLX
I. Sangalang,11,25.83,6.0,10.91,55%,0.0,0.0,0%,3.18,4.36,73%,1.27,0.64,1.36,2.09,5.36,7.45,3.64,1.82,-0.64,15.18,MAG
J. Teng,5,27.11,5.6,13.4,42%,0.6,1.8,33%,3.2,3.8,84%,3.0,0.4,0.2,1.6,6.2,7.8,2.2,1.4,3.6,15.0,ALA
J. Aguilar,11,25.0,6.18,10.09,61%,0.0,0.36,0%,2.36,3.91,60%,0.91,0.27,1.09,2.82,4.09,6.91,2.64,1.82,4.45,14.73,GIN
R. Almazan,11,33.24,5.82,13.09,44%,0.45,2.27,20%,2.45,3.91,63%,1.0,0.45,1.18,5.27,6.82,12.09,2.82,1.82,13.64,14.55,MER
P. Lee,11,27.37,4.45,11.64,38%,2.55,7.0,36%,3.09,3.55,87%,3.82,0.18,0.09,0.45,3.55,4.0,2.27,2.91,5.55,14.55,MAG
R. McCarthy,11,36.94,4.73,14.91,32%,2.55,8.18,31%,2.45,3.09,79%,3.27,1.27,0.09,1.09,3.73,4.82,1.82,2.73,-5.09,14.45,COL
W. Castro,9,32.01,4.44,10.22,43%,0.78,3.56,22%,4.56,5.89,77%,5.89,1.11,0.11,1.0,3.89,4.89,2.33,3.11,7.78,14.22,TNT
M. Belo,11,27.18,5.45,10.73,51%,0.91,3.73,24%,2.27,2.91,78%,1.82,1.0,0.45,1.82,4.0,5.82,2.55,1.0,1.64,14.09,BWE
B. Parks,3,38.09,5.0,10.67,47%,2.0,4.67,43%,2.0,4.0,50%,3.33,0.33,0.33,0.67,4.67,5.33,4.67,2.33,2.33,14.0,TNT
V. Manuel,11,25.97,5.73,13.36,43%,0.0,0.09,0%,2.18,2.27,96%,0.82,0.55,0.36,0.91,4.73,5.64,2.0,1.91,-7.09,13.64,ALA
R. Nambatac,10,29.02,4.8,10.1,48%,1.7,4.0,43%,1.8,2.6,69%,2.7,1.9,0.2,0.5,4.5,5.0,1.9,1.6,-1.3,13.1,ROS
R. Bolick,7,33.11,3.71,10.43,36%,1.29,5.86,22%,4.14,5.0,83%,6.0,0.29,0.71,0.71,4.29,5.0,2.57,2.14,-0.14,12.86,GLO
A. Cabagnot,11,28.03,4.91,12.55,39%,1.36,4.64,29%,1.55,2.09,74%,2.91,1.0,0.09,0.91,2.91,3.82,1.73,1.09,-0.82,12.73,SMB
J. Quinahan,11,27.48,4.64,10.45,44%,1.36,4.0,34%,1.45,1.55,94%,1.73,0.91,0.36,0.82,3.27,4.09,3.36,0.73,4.73,12.09,NLX
D. Trollano,8,31.62,4.75,10.25,46%,1.63,4.25,38%,0.75,0.88,86%,2.38,0.63,0.13,1.63,4.0,5.63,2.0,1.25,7.75,11.88,TNT
N. Canaleta,4,25.52,4.0,9.75,41%,3.25,6.75,48%,0.25,0.5,50%,2.5,0.0,0.0,1.0,3.0,4.0,1.25,1.5,-3.5,11.5,BWE
M. Tautuaa,6,30.4,4.0,10.33,39%,1.17,4.67,25%,2.17,2.5,87%,2.33,0.83,0.5,1.67,7.17,8.83,4.0,3.17,-7.67,11.33,GLO
S. Anthony,7,30.27,3.86,10.43,37%,1.71,4.86,35%,1.86,2.29,81%,5.29,2.43,0.43,1.0,4.57,5.57,3.57,1.86,2.86,11.29,GLO
T. Romeo,9,22.73,4.33,11.22,39%,1.33,5.0,27%,1.22,1.56,79%,2.78,0.67,0.0,0.33,2.22,2.56,2.11,1.33,3.89,11.22,SMB
M. Digregorio,6,18.24,3.67,6.5,56%,2.5,3.83,65%,1.0,1.0,100%,0.33,0.0,0.0,0.0,1.5,1.5,1.5,1.0,-0.83,10.83,BWE
A. Tratter,11,23.13,3.55,7.55,47%,0.0,0.18,0%,3.64,5.55,66%,0.73,0.55,0.18,2.27,3.82,6.09,2.64,1.91,0.45,10.73,ALA
