PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
D. Wells,8,303.53,105,192,453%,13,44,246%,74,87,639%,38,16,8,12,51,63,22,33,15,297,SMB
K. McDaniels,11,510.4,147,273,54%,35,90,39%,79,118,67%,57,18,38,36,117,153,38,56,45,408,TNT
M. Qualls,5,225.55,61,146,42%,10,44,23%,36,52,69%,18,11,9,22,45,67,13,20,9,168,GLO
M. Harris,6,226.48,61,144,42%,16,45,36%,54,63,86%,43,18,7,7,42,49,9,17,47,192,NLX
A. Gee,4,178.15,44,101,44%,7,21,33%,31,38,82%,10,13,3,11,29,40,8,15,-17,126,PHX
J. Watts,2,76.47,24,53,45%,7,16,44%,7,10,70%,5,2,2,4,22,26,7,8,-31,62,ALA
A. Durham,11,440.88,113,214,53%,16,37,43%,84,112,75%,69,9,11,47,114,161,23,35,132,326,MER
K. Alston,11,486.22,109,200,55%,5,16,31%,91,139,65%,35,27,14,87,113,200,33,34,-10,314,COL
E. Phelps,7,286.18,70,143,49%,1,9,11%,58,106,55%,39,5,10,44,64,108,20,20,-27,199,PHX
J. Brownlee,11,477.58,125,249,50%,23,70,33%,34,47,72%,88,22,12,28,119,147,20,32,111,307,GIN
A. Fuller,1,37.42,10,15,67%,0,0,0%,6,10,60%,3,1,2,6,4,10,3,0,-11,26,BWE
J. Wright,3,108.17,26,63,41%,2,8,25%,18,32,56%,9,4,3,16,16,32,13,6,-7,72,ROS
J. Perez,11,438.73,91,216,42%,22,70,31%,51,87,59%,38,27,5,38,51,89,39,45,-15,255,COL
C. Standhardinger,5,221.65,46,88,52%,0,0,0%,23,38,61%,19,5,0,23,37,60,15,11,9,115,GLO
O. Ashaolu,5,189.63,43,83,52%,2,9,22%,25,33,76%,15,4,2,15,35,50,21,17,-13,113,NLX
K. Locke,3,116.07,27,67,40%,5,23,22%,8,11,73%,6,1,3,9,20,29,9,8,-17,67,ROS
R. Travis,10,395.78,88,194,45%,8,39,21%,28,35,80%,52,22,18,32,94,126,25,28,23,212,MAG
R. Ross,3,112.33,28,65,43%,2,10,20%,4,9,44%,9,2,2,13,19,32,8,9,9,62,ROS
R. Pogoy,11,457.8,83,155,54%,28,60,47%,29,41,71%,21,20,2,16,42,58,33,16,82,223,TNT
B. Parks,9,349.02,60,150,40%,28,72,39%,33,51,65%,32,14,2,10,35,45,17,28,-80,181,BWE
M. Wright,9,280.17,65,145,45%,26,65,40%,20,31,65%,38,10,0,10,18,28,20,31,-45,176,PHX
M. Ammons,6,228.18,46,82,56%,2,6,33%,19,42,45%,13,8,6,36,45,81,21,18,2,113,GLO
J. Fajardo,11,374.97,80,137,58%,0,2,0%,47,60,78%,21,3,13,59,91,150,32,32,11,207,SMB
K. Alexander,2,81.37,16,37,43%,1,8,13%,4,7,57%,4,5,2,6,20,26,4,7,2,37,ROS
F. House,8,307.12,58,134,43%,1,7,14%,29,36,81%,29,2,7,45,63,108,39,28,23,146,ALA
M. Blakely,10,371.73,67,133,50%,10,25,40%,36,57,63%,56,35,29,36,95,131,34,33,-5,180,BWE
J. Holland,2,85.38,13,39,33%,3,18,17%,6,8,75%,9,6,3,6,15,21,4,4,-12,35,SMB
J. Rosario,11,358.38,70,124,56%,27,57,47%,23,36,64%,16,2,1,15,44,59,39,26,73,190,TNT
K. Ravena,11,338.73,56,140,40%,22,62,35%,36,46,78%,90,18,0,13,48,61,20,22,4,170,NLX
I. Sangalang,11,284.12,66,120,55%,0,0,0%,35,48,73%,14,7,15,23,59,82,40,20,-7,167,MAG
J. Teng,5,135.57,28,67,42%,3,9,33%,16,19,84%,15,2,1,8,31,39,11,7,18,75,ALA
J. Aguilar,11,274.98,68,111,61%,0,4,0%,26,43,60%,10,3,12,31,45,76,29,20,49,162,GIN
R. Almazan,11,365.63,64,144,44%,5,25,20%,27,43,63%,11,5,13,58,75,133,31,20,150,160,MER
P. Lee,11,301.08,49,128,38%,28,77,36%,34,39,87%,42,2,1,5,39,44,25,32,61,160,MAG
R. McCarthy,11,406.32,52,164,32%,28,90,31%,27,34,79%,36,14,1,12,41,53,20,30,-56,159,COL
W. Castro,9,288.1,40,92,43%,7,32,22%,41,53,77%,53,10,1,9,35,44,21,28,70,128,TNT
M. Belo,11,298.97,60,118,51%,10,41,24%,25,32,78%,20,11,5,20,44,64,28,11,18,155,BWE
B. Parks,3,114.27,15,32,47%,6,14,43%,6,12,50%,10,1,1,2,14,16,14,7,7,42,TNT
V. Manuel,11,285.7,63,147,43%,0,1,0%,24,25,96%,9,6,4,10,52,62,22,21,-78,150,ALA
R. Nambatac,10,290.18,48,101,48%,17,40,43%,18,26,69%,27,19,2,5,45,50,19,16,-13,131,ROS
R. Bolick,7,231.75,26,73,36%,9,41,22%,29,35,83%,42,2,5,5,30,35,18,15,-1,90,GLO
A. Cabagnot,11,308.33,54,138,39%,15,51,29%,17,23,74%,32,11,1,10,32,42,19,12,-9,140,SMB
J. Quinahan,11,302.32,51,115,44%,15,44,34%,16,17,94%,19,10,4,9,36,45,37,8,52,133,NLX
D. Trollano,8,252.97,38,82,46%,13,34,38%,6,7,86%,19,5,1,13,32,45,16,10,62,95,TNT
N. Canaleta,4,102.08,16,39,41%,13,27,48%,1,2,50%,10,0,0,4,12,16,5,6,-14,46,BWE
M. Tautuaa,6,182.4,24,62,39%,7,28,25%,13,15,87%,14,5,3,10,43,53,24,19,-46,68,GLO
S. Anthony,7,211.87,27,73,37%,12,34,35%,13,16,81%,37,17,3,7,32,39,25,13,20,79,GLO
T. Romeo,9,204.6,39,101,39%,12,45,27%,11,14,79%,25,6,0,3,20,23,19,12,35,101,SMB
M. Digregorio,6,109.45,22,39,56%,15,23,65%,6,6,100%,2,0,0,0,9,9,9,6,-5,65,BWE
A. Tratter,11,254.42,39,83,47%,0,2,0%,40,61,66%,8,6,2,25,42,67,29,21,5,118,ALA
G. Slaughter,8,198.82,36,70,51%,0,0,0%,13,21,62%,5,0,12,20,36,56,15,13,10,85,GIN
J. Tiongson,11,251.72,40,99,40%,18,49,37%,18,21,86%,20,9,1,7,21,28,23,6,-28,116,COL
A. Santos,10,297.33,39,103,38%,18,66,27%,9,10,90%,11,6,15,9,53,62,31,14,33,105,SMB
J. Erram,9,214.82,37,68,54%,8,22,36%,12,19,63%,13,4,18,13,44,57,31,18,32,94,NLX
J. Perkins,11,332.07,44,90,49%,6,14,43%,18,20,90%,16,7,2,20,50,70,44,11,-4,112,PHX
A. Barroca,11,340.02,39,117,33%,11,38,29%,21,29,72%,36,16,2,9,32,41,25,26,43,110,MAG
K. Ferrer,11,308.4,35,85,41%,29,68,43%,11,16,69%,25,6,8,10,36,46,35,13,-19,110,GLO
J. Yap,4,70.87,13,38,34%,3,16,19%,10,12,83%,2,2,0,4,11,15,3,1,-6,39,ROS
D. Trollano,2,68.07,8,21,38%,2,8,25%,1,3,33%,9,1,0,4,11,15,3,0,3,19,BWE
A. Mallari,11,297.5,43,97,44%,8,34,24%,7,10,70%,29,15,4,11,27,38,33,23,-13,101,PHX
A. Maliksi,7,139.08,22,56,39%,7,20,35%,12,15,80%,7,4,1,6,17,23,14,6,-29,63,BWE
P. Paniamogan,11,192.85,33,73,45%,24,50,48%,3,4,75%,17,4,2,3,13,16,23,7,26,93,NLX
S. Enciso,11,319.85,34,92,37%,12,47,26%,11,16,69%,41,9,1,10,22,32,19,10,-42,91,ALA
G. Lanete,11,206.32,32,75,43%,19,45,42%,7,8,88%,5,5,4,2,10,12,18,3,-16,90,GLO
J. Corpuz,9,199.12,25,68,37%,15,47,32%,8,11,73%,5,6,2,13,26,39,29,8,-13,73,COL
R. dela Rosa,11,272.05,38,70,54%,7,22,32%,6,11,55%,13,9,2,11,18,29,20,3,-29,89,MAG
A. Dela Cruz,11,217.18,40,69,58%,4,12,33%,5,5,100%,13,7,0,8,24,32,17,9,11,89,GIN
M. Ahanmisi,3,59.85,8,16,50%,3,7,43%,5,9,56%,5,6,0,3,10,13,7,5,14,24,ALA
R. Jazul,11,273.88,30,86,35%,17,53,32%,10,12,83%,25,10,0,17,25,42,18,17,-63,87,PHX
G. Khobuntin,7,182.15,18,48,38%,7,21,33%,12,17,71%,7,3,1,3,8,11,19,7,-27,55,COL
A. Ramos,3,23.02,8,10,80%,5,6,83%,2,2,100%,0,0,1,2,2,4,4,1,3,23,MAG
C. Ross,11,343.58,28,70,40%,13,38,34%,15,21,71%,37,25,4,12,35,47,27,21,-29,84,SMB
R. Garcia,10,234.53,33,75,44%,8,29,28%,2,6,33%,20,4,3,5,18,23,16,14,-14,76,PHX
M. Lassiter,8,196.67,22,57,39%,10,27,37%,4,7,57%,10,5,1,7,21,28,17,7,-23,58,SMB
J. Chua,11,222.95,32,83,39%,1,5,20%,10,13,77%,5,9,11,12,21,33,33,9,-50,75,PHX
