PLAYERS,GP,MIN,FGm,FGa,FG%,3Pm,3Pa,3P%,FTm,FTa,FT%,APG,STL,BLK,oREB,dREB,REB,PF,TOV,+/-,PTS,Team
A. Fuller,8,38.99,12.38,23.38,53%,0.63,1.88,33%,6.5,8.88,73%,4.75,1.38,1.13,4.5,12.63,17.13,3.25,2.63,-0.5,31.88,NLX
J. Brownlee,11,41.08,11.82,23.64,50%,2.0,6.55,31%,6.18,7.55,82%,6.91,1.82,1.82,1.82,11.09,12.91,1.27,4.36,9.45,31.82,GIN
K. Murphy,7,40.59,10.71,23.43,46%,4.71,10.0,47%,5.57,8.0,70%,5.0,0.57,0.57,1.14,7.14,8.29,4.0,4.71,2.57,31.71,SMB
M. Harris,11,36.17,11.64,21.91,53%,2.18,6.64,33%,4.36,6.09,72%,2.64,0.82,1.36,5.27,16.45,21.73,2.36,3.27,7.0,29.82,ALA
E. Phelps,11,39.41,10.91,21.91,50%,0.27,1.18,23%,7.64,14.45,53%,3.18,0.55,2.91,5.09,13.45,18.55,2.09,4.18,10.55,29.73,PHX
A. Durham,11,39.25,9.55,19.09,50%,0.82,2.82,29%,7.82,12.55,62%,7.27,0.64,0.91,5.55,13.0,18.55,1.55,3.45,5.0,27.73,MER
O. Ashaolu,3,36.67,11.0,20.0,55%,1.0,2.33,43%,4.0,7.33,55%,3.0,0.67,0.33,4.0,11.0,15.0,3.67,4.67,0.67,27.0,NLX
R. Woods,11,40.22,10.27,24.73,42%,2.36,8.91,27%,4.09,5.09,80%,3.55,0.82,0.45,2.45,7.73,10.18,2.45,3.55,-9.91,27.0,GLO
W. Walker,11,38.53,8.55,16.18,53%,2.45,6.0,41%,5.73,7.73,74%,5.82,2.27,1.36,1.91,11.36,13.27,3.18,3.0,4.45,25.27,BWE
C. Standhardinger,11,35.42,9.18,15.36,60%,0.0,0.0,0%,4.91,8.0,61%,1.64,0.91,0.64,6.18,7.45,13.64,3.64,2.45,4.27,23.27,SMB
M. Blakely,5,39.65,8.4,14.6,58%,0.8,2.2,36%,5.4,8.8,61%,6.6,2.2,1.2,5.6,9.6,15.2,4.2,3.4,-2.6,23.0,TNT
R. Travis,11,37.19,9.27,20.82,45%,0.45,2.18,21%,3.73,4.82,77%,4.36,2.18,1.0,3.82,11.27,15.09,2.55,4.09,11.09,22.73,MAG
A. Wright,11,39.57,8.36,22.82,37%,2.45,8.0,31%,3.45,6.36,54%,5.73,1.36,1.0,2.18,9.73,11.91,2.91,4.73,-11.73,22.64,COL
T. Romeo,9,30.93,7.33,17.33,42%,3.67,8.78,42%,3.11,4.44,70%,5.22,1.0,0.11,0.33,3.11,3.44,2.56,4.11,-3.89,21.44,TNT
A. Reid,4,36.31,9.25,22.25,42%,1.75,6.75,26%,1.0,1.25,80%,5.5,3.0,0.25,3.25,9.25,12.5,2.75,3.75,10.5,21.25,SMB
S. Pringle,8,38.91,7.5,16.88,44%,3.38,9.0,38%,2.25,2.63,86%,5.75,1.5,0.25,0.88,5.5,6.38,1.0,3.0,-3.38,20.63,GLO
J. King,11,34.8,7.09,15.64,45%,2.73,7.36,37%,3.27,4.73,69%,3.09,1.36,0.18,2.27,4.55,6.82,2.18,1.73,-7.91,20.18,COL
